Raw Input (OMIT FROM MAP),Date,Type of Beacon,Type of Rescue,Beacon Description,Latitude,Longitude,# Saves,Homeport,Description
"Home Port - Hotchkiss, CO
On 28 February 2018 at 1841 UTC (1341 EST) the COSPAS-SARSAT system detected a 406 MHz PLB at 39 01.0N 107 57.6W, 20 miles east of Grand Junction, CO. The beacon was activated when the owner injured his knee while skiing on the Grand Mesa. The Air Force Rescue Coordination Center received the SARSAT alert and notified the Colorado Search and Rescue Board, which dispatched a search team to the SARSAT position and assisted the skier off the slopes with a minor injury. 
1 SARSAT RESCUE",02/28/2018,PLB,T,PLB (Personal Locator Beacon),39.01666667,-107.96,1,"Home Port - Hotchkiss, CO","On 28 February 2018 at 1841 UTC (1341 EST) the COSPAS-SARSAT system detected a 406 MHz PLB at 39 01.0N 107 57.6W, 20 miles east of Grand Junction, CO. The beacon was activated when the owner injured his knee while skiing on the Grand Mesa. The Air Force Rescue Coordination Center received the SARSAT alert and notified the Colorado Search and Rescue Board, which dispatched a search team to the SARSAT position and assisted the skier off the slopes with a minor injury. "
"Home Port - Fort Walton Beach, FL
On 04 March 2018 at 0143 UTC (2043 EST) the COSPAS-SARSAT system detected a 406 MHz PLB at 26 17.9N 081 57.6W, 10 NM south of Sanibel, FL. The beacon was activated when the 20-foot sailing vessel TWO BEERS, with 1 person on board, capsized. Coast Guard District 7 received the SARSAT alert and directed Sector Saint Petersburg (SECSTP) to conduct radio call-outs, to which the TWO BEERS responded. SECSTP launched a response boat from Station Fort Myers Beach that recovered the sailor from the water and transported him to shore with no report of injury. 
1 SARSAT RESCUE",03/04/2018,PLB,M,PLB (Personal Locator Beacon),26.29833333,-81.96,1,"Home Port - Fort Walton Beach, FL","On 04 March 2018 at 0143 UTC (2043 EST) the COSPAS-SARSAT system detected a 406 MHz PLB at 26 17.9N 081 57.6W, 10 NM south of Sanibel, FL. The beacon was activated when the 20-foot sailing vessel TWO BEERS, with 1 person on board, capsized. Coast Guard District 7 received the SARSAT alert and directed Sector Saint Petersburg (SECSTP) to conduct radio call-outs, to which the TWO BEERS responded. SECSTP launched a response boat from Station Fort Myers Beach that recovered the sailor from the water and transported him to shore with no report of injury. "
"Home Port - Naples, FL
On 03 March 2018 at 2122 UTC (1622 EST) the COSPAS-SARSAT system detected a 406 MHz PLB at 27 13.4N 082 29.3W, 2 NM west of Little Sarasota Bay, FL. The beacon was activated when a sailing vessel, with 2 people on board, capsized. Coast Guard District 7 received the SARSAT alert and directed Sector Saint Petersburg to issue an Urgent Marine Information Broadcast, to which the Sarasota Police Department (SPD) responded. SPD vessels transported both sailors to shore with no report of injuries. 
2 SARSAT RESCUES",03/03/2018,PLB,M,PLB (Personal Locator Beacon),27.22333333,-82.48833333,2,"Home Port - Naples, FL","On 03 March 2018 at 2122 UTC (1622 EST) the COSPAS-SARSAT system detected a 406 MHz PLB at 27 13.4N 082 29.3W, 2 NM west of Little Sarasota Bay, FL. The beacon was activated when a sailing vessel, with 2 people on board, capsized. Coast Guard District 7 received the SARSAT alert and directed Sector Saint Petersburg to issue an Urgent Marine Information Broadcast, to which the Sarasota Police Department (SPD) responded. SPD vessels transported both sailors to shore with no report of injuries. "
"Home Port - Not Registered
On 13 March 2018 at 0137 UTC the COSPAS-SARSAT system detected a PLB at 37 01.6N 111 53.8W, 13 miles southwest of Big Water, UT. The PLB was activated when a 9-person hiking group became exhausted in a remote area. The Air Force Rescue Coordination Center received the SARSAT alert and notified the Kane County Sheriff's Department, which dispatched a helicopter that located the hikers and vectored a ground team to their location. All 9 hikers were transported to safety with reports of physical exhaustion. 
9 SARSAT RESCUES",03/13/2018,PLB,T,PLB (Personal Locator Beacon),37.02666667,-111.8966667,9,Home Port - Not Registered,"On 13 March 2018 at 0137 UTC the COSPAS-SARSAT system detected a PLB at 37 01.6N 111 53.8W, 13 miles southwest of Big Water, UT. The PLB was activated when a 9-person hiking group became exhausted in a remote area. The Air Force Rescue Coordination Center received the SARSAT alert and notified the Kane County Sheriff's Department, which dispatched a helicopter that located the hikers and vectored a ground team to their location. All 9 hikers were transported to safety with reports of physical exhaustion. "
"Home Port - Seminole, FL
On 15 March 2018 at 0814 UTC the COSPAS-SARSAT system detected an EPIRB at 26 08.8N 83 05.0W, 68 NM west of Naples, FL. Coast Guard District 07 (CGD07) received a mayday call and launched a C-130 to investigate. The C-130 located the vessel and requested the crew to activate the EPIRB. CGD07 launched a rescue helicopter to the SARSAT location and hoisted 3 of the 4 crew members. 
3 SARSAT RESCUES",03/15/2018,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",26.14666667,-83.08333333,3,"Home Port - Seminole, FL","On 15 March 2018 at 0814 UTC the COSPAS-SARSAT system detected an EPIRB at 26 08.8N 83 05.0W, 68 NM west of Naples, FL. Coast Guard District 07 (CGD07) received a mayday call and launched a C-130 to investigate. The C-130 located the vessel and requested the crew to activate the EPIRB. CGD07 launched a rescue helicopter to the SARSAT location and hoisted 3 of the 4 crew members. "
"Home Port - Gloucester, MA
On 18 March 2018 at 2041 UTC (1641 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 41 50.5N 067 20.1W, 152 NM southeast of Gloucester, MA. It was manually activated when the fishing vessel CAPT JOE, with 6 persons on board, became disabled. Coast Guard District 1 launched an HH-60 from Air Station Cape Cod to the SARSAT position. The HH-60 transferred a battery to the CAPT JOE, which allowed it to return home on its own power. 
6 SARSAT RESCUES",03/18/2018,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",41.84166667,-67.335,6,"Home Port - Gloucester, MA","On 18 March 2018 at 2041 UTC (1641 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 41 50.5N 067 20.1W, 152 NM southeast of Gloucester, MA. It was manually activated when the fishing vessel CAPT JOE, with 6 persons on board, became disabled. Coast Guard District 1 launched an HH-60 from Air Station Cape Cod to the SARSAT position. The HH-60 transferred a battery to the CAPT JOE, which allowed it to return home on its own power. "
"Home Port - Boulder, CO
On 18 March 2018 at 2057 UTC (1657 EDT) a Personal Locator Beacon (PLB) was detected at 40 15.0N 105 45.0W, 3 miles east of Grand Lake, CO. It was activated by the owner when his hiking partner was injured in Rocky Mountain National Park. The Air Force Rescue Coordination Center received the alert and notified the National Park Service, which dispatched a ground team that transported the injured person to a local hospital. 
1 SARSAT RESCUE",03/18/2018,PLB,T,PLB (Personal Locator Beacon),40.25,-105.75,1,"Home Port - Boulder, CO","On 18 March 2018 at 2057 UTC (1657 EDT) a Personal Locator Beacon (PLB) was detected at 40 15.0N 105 45.0W, 3 miles east of Grand Lake, CO. It was activated by the owner when his hiking partner was injured in Rocky Mountain National Park. The Air Force Rescue Coordination Center received the alert and notified the National Park Service, which dispatched a ground team that transported the injured person to a local hospital. "
"Home Port - Honolulu, HI
On 25 March 2018 at 2122 UTC (1822 EDT) an EPIRB was detected at 22 00.6N 148 33.2W, 380 NM northeast of Hilo, HI. It was activated when the PRINCESS HAWAII, with 8 persons on board, capsized. Coast Guard District 14 (CGD14) received the alert and contacted the vessel owner, who advised that the crew was fishing near the sister vessel COMMANDER. CGD14 launched a C-130 from Air Station Barbers Point, which sighted a signal flare and vectored the COMMANDER to a life raft containing the 8 persons from the PRINCESS HAWAII, who were then transported to shore. One of the 8 people rescued was a NOAA Fisheries Observer. 
8 SARSAT RESCUES",03/25/2018,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",22.01,-148.5533333,8,"Home Port - Honolulu, HI","On 25 March 2018 at 2122 UTC (1822 EDT) an EPIRB was detected at 22 00.6N 148 33.2W, 380 NM northeast of Hilo, HI. It was activated when the PRINCESS HAWAII, with 8 persons on board, capsized. Coast Guard District 14 (CGD14) received the alert and contacted the vessel owner, who advised that the crew was fishing near the sister vessel COMMANDER. CGD14 launched a C-130 from Air Station Barbers Point, which sighted a signal flare and vectored the COMMANDER to a life raft containing the 8 persons from the PRINCESS HAWAII, who were then transported to shore. One of the 8 people rescued was a NOAA Fisheries Observer. "
"Home Port - Tempe, AZ
On 26 March 2018 at 1805 UTC (1405 EDT) a PLB was detected at 33 19.4N 111 07.7W, north of Boyce Thompson Arboretum State Park in Superior, AZ. It was activated when a mountain biker broke his leg. The Air Force Rescue Coordination Center received the alert and contacted the Arizona State Search and Rescue Coordination Center, which deployed personnel to the scene to transport the biker to a local medical facility for treatment. 
1 SARSAT RESCUE",03/26/2018,PLB,T,PLB (Personal Locator Beacon),33.32333333,-111.1283333,1,"Home Port - Tempe, AZ","On 26 March 2018 at 1805 UTC (1405 EDT) a PLB was detected at 33 19.4N 111 07.7W, north of Boyce Thompson Arboretum State Park in Superior, AZ. It was activated when a mountain biker broke his leg. The Air Force Rescue Coordination Center received the alert and contacted the Arizona State Search and Rescue Coordination Center, which deployed personnel to the scene to transport the biker to a local medical facility for treatment. "
"Home Port - Townsend, GA
On 27 March 2018 at 0658 UTC (0258 EDT) an EPIRB was detected at 31 05.35N 80 02.06W, 43 NM northeast of Jacksonville, FL. Coast Guard District 7 received the alert from the fishing vessel BARBARA LYNNE and released an Enhanced Group Call (EGC) to nearby vessels for assistance. CGD07 launched an AIRSAV MH-65 and AIRCLR HC-130 for area coverage. The USS HUE CITY was responding to the EGC and spotted orange flares and flashing lights near a raft with 3 people on board. The USS HUE CITY rescued and transported them to Naval Station Mayport. 
3 SARSAT RESCUES ",03/27/2018,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",31.08916667,-80.03433333,3,"Home Port - Townsend, GA","On 27 March 2018 at 0658 UTC (0258 EDT) an EPIRB was detected at 31 05.35N 80 02.06W, 43 NM northeast of Jacksonville, FL. Coast Guard District 7 received the alert from the fishing vessel BARBARA LYNNE and released an Enhanced Group Call (EGC) to nearby vessels for assistance. CGD07 launched an AIRSAV MH-65 and AIRCLR HC-130 for area coverage. The USS HUE CITY was responding to the EGC and spotted orange flares and flashing lights near a raft with 3 people on board. The USS HUE CITY rescued and transported them to Naval Station Mayport. "
"Home Port - Barrow, AK
On 01 April 2018 at 0343 UTC (2343 EDT) a PLB was detected at 70 11.5N 160 28.2W, 30 miles southwest of Wainwright, AK. It was activated by a person who was stranded in a remote area. The Alaska Rescue Coordination Center received the alert and notified North Slope Borough Search and Rescue, which dispatched a ground team to transport the individual to Wainwright. No injuries to report. 
1 SARSAT RESCUE",04/01/2018,PLB,T,PLB (Personal Locator Beacon),70.19166667,-160.47,1,"Home Port - Barrow, AK","On 01 April 2018 at 0343 UTC (2343 EDT) a PLB was detected at 70 11.5N 160 28.2W, 30 miles southwest of Wainwright, AK. It was activated by a person who was stranded in a remote area. The Alaska Rescue Coordination Center received the alert and notified North Slope Borough Search and Rescue, which dispatched a ground team to transport the individual to Wainwright. No injuries to report. "
"Home Port - Folly Beach, SC
On 06 April 2018 at 1957 UTC (1557 EDT) a PLB was detected at 26 43.5N 79 8.27W, 7 NM west of West End, Bahamas. It was activated shortly after a Good Samaritan called Coast Guard District 7 (CGD07) reporting a vessel in distress. CGD07 received the alert and spoke with the contact provided in beacon registration data. The contact relayed that the PLB was on a 22-foot recreational vessel named MUDDY PAWS. CGD07 contacted Operation Bahamas Turks and Caicos, which launched an HC-144 that dropped a de-watering pump to MUDDY PAWS. The Royal Bahamas Defense Force arrived and towed the MUDDY PAWS and 2 people on board to Settlement Point Marina, Grand Bahamas for service. 
2 SARSAT RESCUES",04/06/2018,PLB,M,PLB (Personal Locator Beacon),26.725,-79.13783333,2,"Home Port - Folly Beach, SC","On 06 April 2018 at 1957 UTC (1557 EDT) a PLB was detected at 26 43.5N 79 8.27W, 7 NM west of West End, Bahamas. It was activated shortly after a Good Samaritan called Coast Guard District 7 (CGD07) reporting a vessel in distress. CGD07 received the alert and spoke with the contact provided in beacon registration data. The contact relayed that the PLB was on a 22-foot recreational vessel named MUDDY PAWS. CGD07 contacted Operation Bahamas Turks and Caicos, which launched an HC-144 that dropped a de-watering pump to MUDDY PAWS. The Royal Bahamas Defense Force arrived and towed the MUDDY PAWS and 2 people on board to Settlement Point Marina, Grand Bahamas for service. "
"Home Port - Anchorage, AK
On 08 April 2018 at 1948 UTC (1948 EDT) an ELT was detected at 59 59.1N 147 25.0W, 118 miles southeast of Anchorage, AK. It was automatically activated when a single-engine aircraft made a hard landing on Montague Island, damaging the aircraft. The Alaska Rescue Coordination Center received the alert and launched an Alaska National Guard HH-60 helicopter, which located the aircraft and transported the pilot to Anchorage with no report of injury. 
1 SARSAT RESCUE",04/08/2018,ELT,A,"ELT (Emergency Locator Transponder, Aviation Applications)",59.985,-147.4166667,1,"Home Port - Anchorage, AK","On 08 April 2018 at 1948 UTC (1948 EDT) an ELT was detected at 59 59.1N 147 25.0W, 118 miles southeast of Anchorage, AK. It was automatically activated when a single-engine aircraft made a hard landing on Montague Island, damaging the aircraft. The Alaska Rescue Coordination Center received the alert and launched an Alaska National Guard HH-60 helicopter, which located the aircraft and transported the pilot to Anchorage with no report of injury. "
"Home Port - Norway
On 12 April 2018 at 1047 UTC (0647 EDT) an EPIRB was detected at 17 16.6N 64 52.8W, 24 NM south of St. Croix, VI. It was automatically activated when the Norwegian sailing vessel SUMMER STAR sank and 2 crew members abandoned ship to a life raft. Coast Guard Sector San Juan (CGSJ) received the alert, issued an Urgent Marine Information Broadcast, and launched a helicopter from Air Station Borinquen to assist. The helicopter arrived on scene and hoisted the 2 persons to safety. 
2 SARSAT RESCUES",04/12/2018,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",17.27666667,-64.88,2,Home Port - Norway,"On 12 April 2018 at 1047 UTC (0647 EDT) an EPIRB was detected at 17 16.6N 64 52.8W, 24 NM south of St. Croix, VI. It was automatically activated when the Norwegian sailing vessel SUMMER STAR sank and 2 crew members abandoned ship to a life raft. Coast Guard Sector San Juan (CGSJ) received the alert, issued an Urgent Marine Information Broadcast, and launched a helicopter from Air Station Borinquen to assist. The helicopter arrived on scene and hoisted the 2 persons to safety. "
"Home Port - Barrow, AK
On 13 April 2018 at 0609 UTC (0209 EDT) a PLB was detected at 69 09.25N 154 10.30W, 157 miles southwest of Barrow, AK. It was activated by an individual whose snow machine had flipped over onto him and could not self-recover. The Alaska Rescue Coordination Center (AKRCC) received the alert and notified North Slope Borough (NSB), which had already received a call from the stranded individual. AKRCC provided the SARSAT coordinates to NSB, which launched a helicopter to the scene. The uninjured snowmobiler was located and transported to a health care provider for assessment. 
1 SARSAT RESCUE",04/13/2018,PLB,T,PLB (Personal Locator Beacon),69.15416667,-154.1716667,1,"Home Port - Barrow, AK","On 13 April 2018 at 0609 UTC (0209 EDT) a PLB was detected at 69 09.25N 154 10.30W, 157 miles southwest of Barrow, AK. It was activated by an individual whose snow machine had flipped over onto him and could not self-recover. The Alaska Rescue Coordination Center (AKRCC) received the alert and notified North Slope Borough (NSB), which had already received a call from the stranded individual. AKRCC provided the SARSAT coordinates to NSB, which launched a helicopter to the scene. The uninjured snowmobiler was located and transported to a health care provider for assessment. "
"Home Port - Hidden Hills, CA
On 13 April 2018 at 1757 UTC (1357 EDT) a PLB was detected at 34 15.0N 118 09.5W, 5 miles north of Pasadena, CA. It was activated by an injured hiker in the Angeles National Forest. The Air Force Rescue Coordination Center received the alert and notified the Los Angeles County Sheriff's Department, which located the hiker and transported him to a medical facility for treatment. 
1 SARSAT RESCUE",04/13/2018,PLB,T,PLB (Personal Locator Beacon),34.25,-118.1583333,1,"Home Port - Hidden Hills, CA","On 13 April 2018 at 1757 UTC (1357 EDT) a PLB was detected at 34 15.0N 118 09.5W, 5 miles north of Pasadena, CA. It was activated by an injured hiker in the Angeles National Forest. The Air Force Rescue Coordination Center received the alert and notified the Los Angeles County Sheriff's Department, which located the hiker and transported him to a medical facility for treatment. "
"Home Port - Barrow, AK
On 22 April 2018 at 1954 UTC (1554 EDT) a PLB was detected at 70 04.3N 161 58.0W, 33 miles northeast of Point Lay, AK. It was activated when a snowmobile operator became stranded. The Alaska Rescue Coordination Center received the alert and notified North Slope Borough Search and Rescue, which dispatched a helicopter, located the snowmobiler, and transported him to Fort Wainwright Hospital for medical attention. 
1 SARSAT RESCUE",04/22/2018,PLB,T,PLB (Personal Locator Beacon),70.07166667,-161.9666667,1,"Home Port - Barrow, AK","On 22 April 2018 at 1954 UTC (1554 EDT) a PLB was detected at 70 04.3N 161 58.0W, 33 miles northeast of Point Lay, AK. It was activated when a snowmobile operator became stranded. The Alaska Rescue Coordination Center received the alert and notified North Slope Borough Search and Rescue, which dispatched a helicopter, located the snowmobiler, and transported him to Fort Wainwright Hospital for medical attention. "
