Raw Input (OMIT FROM MAP),Date,Type of Beacon,Type of Rescue,Beacon Description,Latitude,Longitude,# Saves,Homeport,Description
"Home Port - Michie, TN
On 09 March 2017 at 0155 UTC (0855 EST) the COSPAS-SARSAT system detected a 406 MHz PLB at 25 07.7N 081 05.3W, in the Micmac Lagoon of Everglades National Park, FL. The PLB was activated by the operator of a sailboat when he observed an injured person in the water clinging to coral. The Air Force Rescue Coordination Center received the SARSAT alert and notified the Monroe County Sheriff's Office. The Sheriff's Office dispatched a rescue team to the SARSAT coordinates and located the owner of the PLB and the injured swimmer. The rescue team transported the injured swimmer to a local medical facility. 
1 SARSAT RESCUE",03/09/2017,PLB,M,PLB (Personal Locator Beacon),25.12833333,-81.08833333,1,"Home Port - Michie, TN","On 09 March 2017 at 0155 UTC (0855 EST) the COSPAS-SARSAT system detected a 406 MHz PLB at 25 07.7N 081 05.3W, in the Micmac Lagoon of Everglades National Park, FL. The PLB was activated by the operator of a sailboat when he observed an injured person in the water clinging to coral. The Air Force Rescue Coordination Center received the SARSAT alert and notified the Monroe County Sheriff's Office. The Sheriff's Office dispatched a rescue team to the SARSAT coordinates and located the owner of the PLB and the injured swimmer. The rescue team transported the injured swimmer to a local medical facility. "
"Home Port - Barrow, AK
On 12 March 2017 at 0437 UTC (2037 AKDT) the COSPAS-SARSAT system detected a 406 MHz PLB at 69 38.9N 162 56.9W, about 85 NM southwest of Wainwright, AK. The Alaska Rescue Coordination Center received the SARSAT alert and contacted the North Slope Borough Search and Rescue (NSBSAR). The NSBSAR went to the SARSAT location and found a man walking. No injuries were reported. The reason for the activation is unknown. 
1 SARSAT RESCUE",03/12/2017,PLB,T,PLB (Personal Locator Beacon),69.64833333,-162.9483333,1,"Home Port - Barrow, AK","On 12 March 2017 at 0437 UTC (2037 AKDT) the COSPAS-SARSAT system detected a 406 MHz PLB at 69 38.9N 162 56.9W, about 85 NM southwest of Wainwright, AK. The Alaska Rescue Coordination Center received the SARSAT alert and contacted the North Slope Borough Search and Rescue (NSBSAR). The NSBSAR went to the SARSAT location and found a man walking. No injuries were reported. The reason for the activation is unknown. "
"Home Port - Boulder, CO
On 15 March 2017 at 0452 UTC (2152 MST) the COSPAS-SARSAT system detected a 406 MHz PLB at 32 54.3N 110 28.0W, 43 NM northeast of Tucson, AZ. The PLB was activated when the beacon owner came across three fellow hikers in distress. The owner left the beacon with the hikers in distress and continued hiking with his wife. The Air Force Rescue Coordination Center (AFRCC) received the SARSAT alert and contacted the Arizona State SAR Coordinator, who then contacted the Pinal County Sheriff's Office. The Sheriff's Office deployed a helicopter, located the three hikers, and transported them to safety. 
3 SARSAT RESCUES
",03/15/2017,PLB,T,PLB (Personal Locator Beacon),32.905,-110.4666667,3,"Home Port - Boulder, CO","On 15 March 2017 at 0452 UTC (2152 MST) the COSPAS-SARSAT system detected a 406 MHz PLB at 32 54.3N 110 28.0W, 43 NM northeast of Tucson, AZ. The PLB was activated when the beacon owner came across three fellow hikers in distress. The owner left the beacon with the hikers in distress and continued hiking with his wife. The Air Force Rescue Coordination Center (AFRCC) received the SARSAT alert and contacted the Arizona State SAR Coordinator, who then contacted the Pinal County Sheriff's Office. The Sheriff's Office deployed a helicopter, located the three hikers, and transported them to safety. "
"Home Port - Port Hueneme, CA
On 17 March 2017 at 1255 UTC (0555 PDT) the COSPAS-SARSAT system detected a 406 MHz PLB at 34 21.7N 119 39.9W, about 3 NM offshore of Santa Barbara, CA. The PLB was activated by its owner when his sailing vessel's anchor began to drag along the ocean floor, causing the boat to drift backwards toward land. Coast Guard District 11 (CGD11) received the SARSAT alert and directed Coast Guard Sector Los Angeles to issue an Urgent Marine Information Broadcast. CGD11 also directed the launch of a small boat from Coast Guard Station Channel Islands Harbor and a rescue helicopter from Forward Operating Base Point Mugu. The helicopter aircrew arrived on scene and guided the small boat through fog to the vessel in distress. After verifying no medical attention was needed, the sailing vessel was towed to Santa Barbara Harbor. 
1 SARSAT RESCUE",03/17/2017,PLB,M,PLB (Personal Locator Beacon),34.36166667,-119.665,1,"Home Port - Port Hueneme, CA","On 17 March 2017 at 1255 UTC (0555 PDT) the COSPAS-SARSAT system detected a 406 MHz PLB at 34 21.7N 119 39.9W, about 3 NM offshore of Santa Barbara, CA. The PLB was activated by its owner when his sailing vessel's anchor began to drag along the ocean floor, causing the boat to drift backwards toward land. Coast Guard District 11 (CGD11) received the SARSAT alert and directed Coast Guard Sector Los Angeles to issue an Urgent Marine Information Broadcast. CGD11 also directed the launch of a small boat from Coast Guard Station Channel Islands Harbor and a rescue helicopter from Forward Operating Base Point Mugu. The helicopter aircrew arrived on scene and guided the small boat through fog to the vessel in distress. After verifying no medical attention was needed, the sailing vessel was towed to Santa Barbara Harbor. "
"Home Port - Canada
On 24 March 2017 at 1515 UTC (1115 EDT) the COSPAS-SARSAT system detected a 406 MHz PLB at 17 04.7N 075 27.9W, 45 NM southwest of the Southern Claw of Haiti. Coast Guard District 7 received the SARSAT alert and contacted the registered owner. The owner advised that the PLB was on the 46-foot private fishing vessel LEXANN, which was used by a friend to fish out of Haiti. CGD07 issued an Enhanced Group Call (EGC) for the LEXANN and diverted the Coast Guard Cutter (CGC) NORTHLAND to the scene. The NORTHLAND launched a Helicopter Interdiction Tactical Squadron helicopter, which located the LEXANN adrift with 18 people aboard. The LEXANN crew advised that 4 of their dinghies with 5 persons total broke free from the vessel and contact was lost with them. CGD07 then launched an HC-130 from Air Station Clearwater to the scene to search for the 5 missing persons, with negative results. The NORTHLAND rendezvoused with the CGC DECISIVE and transferred the 18 persons from the LEXANN to the DECISIVE. The 5 missing persons arrived safely at the Southern Claw of Haiti on 25 March at 1200 UTC with no report of injury. The DECISIVE issued a Hazard to Navigation Notice and CGD07 sent an EGC alerting vessels in the area of the disabled LEXANN, which remained adrift. 
18 SARSAT RESCUES",03/24/2017,PLB,M,PLB (Personal Locator Beacon),17.07833333,-75.465,18,Home Port - Canada,"On 24 March 2017 at 1515 UTC (1115 EDT) the COSPAS-SARSAT system detected a 406 MHz PLB at 17 04.7N 075 27.9W, 45 NM southwest of the Southern Claw of Haiti. Coast Guard District 7 received the SARSAT alert and contacted the registered owner. The owner advised that the PLB was on the 46-foot private fishing vessel LEXANN, which was used by a friend to fish out of Haiti. CGD07 issued an Enhanced Group Call (EGC) for the LEXANN and diverted the Coast Guard Cutter (CGC) NORTHLAND to the scene. The NORTHLAND launched a Helicopter Interdiction Tactical Squadron helicopter, which located the LEXANN adrift with 18 people aboard. The LEXANN crew advised that 4 of their dinghies with 5 persons total broke free from the vessel and contact was lost with them. CGD07 then launched an HC-130 from Air Station Clearwater to the scene to search for the 5 missing persons, with negative results. The NORTHLAND rendezvoused with the CGC DECISIVE and transferred the 18 persons from the LEXANN to the DECISIVE. The 5 missing persons arrived safely at the Southern Claw of Haiti on 25 March at 1200 UTC with no report of injury. The DECISIVE issued a Hazard to Navigation Notice and CGD07 sent an EGC alerting vessels in the area of the disabled LEXANN, which remained adrift. "
"Home Port - Swan Quarter, NC
On 26 March 2017 at 1141 UTC (0741 EDT) the COSPAS-SARSAT system detected a 406 MHz EPIRB at 37 49.00N 74 11.00W, about 50 NM east of Chincoteague, VA. The EPRIB was manually activated when the captain of the commercial fishing vessel CAPTAIN NATHAN, with three people onboard, suffered from a medical emergency. Coast Guard District 5 (CGD05) received the SARSAT alert and launched a Coast Guard Cutter and helicopter to the scene. The ailing captain was hoisted from the CAPTAIN NATHAN and transported to Cape May Airport in Cape May, NJ, where another helicopter crew from Air Station Atlantic City transferred him to the AtlantiCare Regional Medical Center for treatment. 
1 SARSAT RESCUE",03/26/2017,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",37.81666667,-74.18333333,1,"Home Port - Swan Quarter, NC","On 26 March 2017 at 1141 UTC (0741 EDT) the COSPAS-SARSAT system detected a 406 MHz EPIRB at 37 49.00N 74 11.00W, about 50 NM east of Chincoteague, VA. The EPRIB was manually activated when the captain of the commercial fishing vessel CAPTAIN NATHAN, with three people onboard, suffered from a medical emergency. Coast Guard District 5 (CGD05) received the SARSAT alert and launched a Coast Guard Cutter and helicopter to the scene. The ailing captain was hoisted from the CAPTAIN NATHAN and transported to Cape May Airport in Cape May, NJ, where another helicopter crew from Air Station Atlantic City transferred him to the AtlantiCare Regional Medical Center for treatment. "
"Home Port - Not Registered
On 30 March 2017 at 1006 UTC (0606 CDT) the COSPAS-SARSAT system detected a 406 MHz EPIRB at 23 12.5N 083 26.1W, about 20 NM northwest of Bahia Honda, Cuba. The EPIRB was activated when a 36-foot power fishing vessel became disabled. Coast Guard District 7 (CGD07) received the SARSAT alert located within the Cuban Search and Rescue Region. CGD07 contacted the Cuban Border Guard, issued an Enhanced Group Call (EGC), and diverted Coast Guard Cutter ISAAC MAYO to the scene. Two AMVER vessels responded to the EGC and arrived on scene, discovering 3 persons on board the fishing vessel. The cruise ship EMPRESS OF THE SEAS recovered the 3 people and transported them to the next port of call in Miami, FL. There were no reported injuries. 
3 SARSAT RESCUES",03/30/2017,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",23.20833333,-83.435,3,Home Port - Not Registered,"On 30 March 2017 at 1006 UTC (0606 CDT) the COSPAS-SARSAT system detected a 406 MHz EPIRB at 23 12.5N 083 26.1W, about 20 NM northwest of Bahia Honda, Cuba. The EPIRB was activated when a 36-foot power fishing vessel became disabled. Coast Guard District 7 (CGD07) received the SARSAT alert located within the Cuban Search and Rescue Region. CGD07 contacted the Cuban Border Guard, issued an Enhanced Group Call (EGC), and diverted Coast Guard Cutter ISAAC MAYO to the scene. Two AMVER vessels responded to the EGC and arrived on scene, discovering 3 persons on board the fishing vessel. The cruise ship EMPRESS OF THE SEAS recovered the 3 people and transported them to the next port of call in Miami, FL. There were no reported injuries. "
"Home Port - Unregistered
On 02 April 2017 at 2229 UTC (1529 PDT) the COSPAS-SARSAT system detected a 406 MHz ELT at 47 41.7N 123 12.7W, 12 NM west of Brinnon, WA, in the Olympic National Forest. The ELT was activated automatically when an aircraft crashed with 2 people on board. The Air Force Rescue Coordination Center (AFRCC) received the SARSAT alert and notified the Washington State Department of Transportation and Emergency Management. Soon after, Seattle Air Traffic Control notified the AFRCC that it received a MAYDAY call from the pilot. The AFRCC notified Naval Air Station Whidbey Island, which dispatched an aircraft that used the SARSAT location to rescue the 2 people on board. Only minor injuries were reported. 
2 SARSAT RESCUES",04/02/2017,ELT,A,"ELT (Emergency Locator Transponder, Aviation Applications)",47.695,-123.2116667,2,Home Port - Unregistered,"On 02 April 2017 at 2229 UTC (1529 PDT) the COSPAS-SARSAT system detected a 406 MHz ELT at 47 41.7N 123 12.7W, 12 NM west of Brinnon, WA, in the Olympic National Forest. The ELT was activated automatically when an aircraft crashed with 2 people on board. The Air Force Rescue Coordination Center (AFRCC) received the SARSAT alert and notified the Washington State Department of Transportation and Emergency Management. Soon after, Seattle Air Traffic Control notified the AFRCC that it received a MAYDAY call from the pilot. The AFRCC notified Naval Air Station Whidbey Island, which dispatched an aircraft that used the SARSAT location to rescue the 2 people on board. Only minor injuries were reported. "
"Home Port - Barrow, AK
On 03 April 2017 at 0236 UTC (1836 AKDT) the COSPAS-SARSAT system detected a 406 MHz PLB at 68 24.36N 151 31.36W, approximately 71 miles southeast of Umiat, AK. The PLB was activated when the owner's snowmobile became inoperable. The Alaska Rescue Coordination Center (AKRCC) received the SARSAT alert and contacted the North Slope Borough Search and Rescue (NSB). The NSB deployed a ground team, which located the operator and transported him safely to Barrow, AK. 
1 SARSAT RESCUE",04/03/2017,PLB,T,PLB (Personal Locator Beacon),68.406,-151.5226667,1,"Home Port - Barrow, AK","On 03 April 2017 at 0236 UTC (1836 AKDT) the COSPAS-SARSAT system detected a 406 MHz PLB at 68 24.36N 151 31.36W, approximately 71 miles southeast of Umiat, AK. The PLB was activated when the owner's snowmobile became inoperable. The Alaska Rescue Coordination Center (AKRCC) received the SARSAT alert and contacted the North Slope Borough Search and Rescue (NSB). The NSB deployed a ground team, which located the operator and transported him safely to Barrow, AK. "
"Home Port - Myrtle Beach, SC
On 12 April 2017 at 1955 UTC (1555 EDT) the COSPAS-SARSAT system detected a 406 MHz EPIRB at 32 41.82N 077 30.42W, about 121 NM east of Charleston, SC. The commercial fishing vessel EMPTY POCKETS became disabled and the crew called for help on their radio. Coast Guard Sector Charleston received the radio call and due to intermittent radio communication, asked the crew to activate their EPIRB. Coast Guard District 07 (CGD07) received the SARSAT alert and relayed the position to Sector Charleston. Sector Charleston directed the Coast Guard Cutter MORAY to the SARSAT coordinates. The MORAY arrived on scene and located EMPTY POCKET adrift with 2 persons on board. The MORAY crew was able to assist in repairing the vessel. 
2 SARSAT RESCUES",04/12/2017,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",32.697,-77.507,2,"Home Port - Myrtle Beach, SC","On 12 April 2017 at 1955 UTC (1555 EDT) the COSPAS-SARSAT system detected a 406 MHz EPIRB at 32 41.82N 077 30.42W, about 121 NM east of Charleston, SC. The commercial fishing vessel EMPTY POCKETS became disabled and the crew called for help on their radio. Coast Guard Sector Charleston received the radio call and due to intermittent radio communication, asked the crew to activate their EPIRB. Coast Guard District 07 (CGD07) received the SARSAT alert and relayed the position to Sector Charleston. Sector Charleston directed the Coast Guard Cutter MORAY to the SARSAT coordinates. The MORAY arrived on scene and located EMPTY POCKET adrift with 2 persons on board. The MORAY crew was able to assist in repairing the vessel. "
"Home Port - Cedaredge, CO
On 13 April 2017 at 0041 UTC (1841 MDT) the COSPAS SARSAT system detected a 406 MHz PLB at 37 13.9N 110 01.4W, approximately 7 miles northwest of Goosenecks State Park in Mexican Hat, UT. The PLB was activated when a man was injured while rafting down the San Juan River. The Air Force Rescue Coordination Center received the SARSAT alert and contacted the Utah Department of Public Safety (DPS). The DPS deployed the San Juan County Sheriff’s Department rescue team to the scene, which located the disabled rafter and transported him to a local hospital for treatment of his injury. 
1 SARSAT RESCUE",04/13/2017,PLB,T,PLB (Personal Locator Beacon),37.23166667,-110.0233333,1,"Home Port - Cedaredge, CO","On 13 April 2017 at 0041 UTC (1841 MDT) the COSPAS SARSAT system detected a 406 MHz PLB at 37 13.9N 110 01.4W, approximately 7 miles northwest of Goosenecks State Park in Mexican Hat, UT. The PLB was activated when a man was injured while rafting down the San Juan River. The Air Force Rescue Coordination Center received the SARSAT alert and contacted the Utah Department of Public Safety (DPS). The DPS deployed the San Juan County Sheriff’s Department rescue team to the scene, which located the disabled rafter and transported him to a local hospital for treatment of his injury. "
"Home Port - Siasconset, MA
On 18 April 2017 at 0802 UTC (0404 EDT) the COSPAS-SARSAT system detected a 406 MHz PLB at 41 18.48N 70 01.30W, on Nantucket Island, MA. The PLB was activated when the owner's automobile caught fire. Coast Guard District 1 received the SARSAT alert and contacted the Nantucket Police Department (NPD). The NPD dispatched a ground team that located the PLB owner and transported him to the nearest hospital for treatment of minor injuries. 
1 SARSAT RESCUE ",04/18/2017,PLB,T,PLB (Personal Locator Beacon),41.308,-70.02166667,1,"Home Port - Siasconset, MA","On 18 April 2017 at 0802 UTC (0404 EDT) the COSPAS-SARSAT system detected a 406 MHz PLB at 41 18.48N 70 01.30W, on Nantucket Island, MA. The PLB was activated when the owner's automobile caught fire. Coast Guard District 1 received the SARSAT alert and contacted the Nantucket Police Department (NPD). The NPD dispatched a ground team that located the PLB owner and transported him to the nearest hospital for treatment of minor injuries. "
