Raw Input (OMIT FROM MAP),Date,Type of Beacon,Type of Rescue,Beacon Description,Latitude,Longitude,# Saves,Homeport,Description
"Home Port - Majuro, Marshall Islands 
On 06 February 2016 at 0301 UTC the COSPAS-SARSAT system detected a 406 MHz EPIRB at 10 08.82N 170 03.37W, 1112 NM east of Majuro, Marshall Islands. Coast Guard District 14 (CGD14) received the alert and contacted the owner of the marine vessel MELISSA K. The owner reported that the vessel was 3 days overdue. CGD14 launched an aircraft, which located the disabled vessel with three people on board. CGD14 contacted a nearby AMVER vessel, which located the disabled vessel and stood by until a company tug arrived on scene to tow the MELISSA K back to Majuro. The SARSAT alert was the only notification of distress. 3 SARSAT RESCUES
",02/06/2016,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",10.147,-170.0561667,3,"Home Port - Majuro, Marshall Islands ","On 06 February 2016 at 0301 UTC the COSPAS-SARSAT system detected a 406 MHz EPIRB at 10 08.82N 170 03.37W, 1112 NM east of Majuro, Marshall Islands. Coast Guard District 14 (CGD14) received the alert and contacted the owner of the marine vessel MELISSA K. The owner reported that the vessel was 3 days overdue. CGD14 launched an aircraft, which located the disabled vessel with three people on board. CGD14 contacted a nearby AMVER vessel, which located the disabled vessel and stood by until a company tug arrived on scene to tow the MELISSA K back to Majuro. The SARSAT alert was the only notification of distress. 3 SARSAT RESCUES"
"Home Port - Barrow, AK
On 08 February 2016 at 1709 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 70 42.1N 157 18.7W, approximately 13 miles north of Atqasuk, AK. The PLB was activated when an individual was stranded after their 4x4 truck broke down. The Alaska Rescue Coordination Center (AKRCC) received the SARSAT alert and contacted North Slope Borough Search and Rescue (NSBSAR). NSBSAR deployed a helicopter to the SARSAT position, located the stranded vehicle, and provided assistance. 1 SARSAT RESCUE
",02/08/2016,PLB,T,PLB (Personal Locator Beacon),70.70166667,-157.3116667,1,"Home Port - Barrow, AK","On 08 February 2016 at 1709 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 70 42.1N 157 18.7W, approximately 13 miles north of Atqasuk, AK. The PLB was activated when an individual was stranded after their 4x4 truck broke down. The Alaska Rescue Coordination Center (AKRCC) received the SARSAT alert and contacted North Slope Borough Search and Rescue (NSBSAR). NSBSAR deployed a helicopter to the SARSAT position, located the stranded vehicle, and provided assistance. 1 SARSAT RESCUE"
"Home Port - Barrow, AK
On 10 February 2016 at 0638 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 70 55.0N 157 20.0W, about 25 NM southwest of Barrow, AK. The PLB was activated when 2 individuals became stranded due to a disabled snow machine. The Alaska Rescue Coordination Center received the SARSAT alert and contacted the North Slope Borough Search and Rescue (NSBSAR), the registered PLB owner. NSBSAR dispatched a 2-man snow machine rescue team to the SARSAT position. The team picked up the stranded individuals and returned them to Barrow, AK. 2 SARSAT RESCUES
",02/10/2016,PLB,T,PLB (Personal Locator Beacon),70.91666667,-157.3333333,2,"Home Port - Barrow, AK","On 10 February 2016 at 0638 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 70 55.0N 157 20.0W, about 25 NM southwest of Barrow, AK. The PLB was activated when 2 individuals became stranded due to a disabled snow machine. The Alaska Rescue Coordination Center received the SARSAT alert and contacted the North Slope Borough Search and Rescue (NSBSAR), the registered PLB owner. NSBSAR dispatched a 2-man snow machine rescue team to the SARSAT position. The team picked up the stranded individuals and returned them to Barrow, AK. 2 SARSAT RESCUES"
"Home Port - Hooper Bay, AK
On 17 February 2016 at 0858 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 61 34.1N 165 11.8W, about 28 NM east of Hooper Bay, AK. The PLB was activated by 2 hunters who were wet and cold out in the wilderness. The Alaska Rescue Coordination Center (AKRCC) received the SARSAT alert and used the information provided on the beacon registration to contact the owner, who stated that 2 of his relatives took the PLB with them while hunting. The AKRCC informed the local sheriff’s department and provided them the SARSAT position. The local sheriff’s department located the two individuals in distress and transported them home. 2 SARSAT RESCUES
",02/17/2016,PLB,T,PLB (Personal Locator Beacon),61.56833333,-165.1966667,2,"Home Port - Hooper Bay, AK","On 17 February 2016 at 0858 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 61 34.1N 165 11.8W, about 28 NM east of Hooper Bay, AK. The PLB was activated by 2 hunters who were wet and cold out in the wilderness. The Alaska Rescue Coordination Center (AKRCC) received the SARSAT alert and used the information provided on the beacon registration to contact the owner, who stated that 2 of his relatives took the PLB with them while hunting. The AKRCC informed the local sheriff’s department and provided them the SARSAT position. The local sheriff’s department located the two individuals in distress and transported them home. 2 SARSAT RESCUES"
"Home Port - Tarpon Springs, FL
On 19 February 2016 at 1551 UTC the COSPAS-SARSAT system detected a 406 MHz EPIRB at 27 37.0N 084 00.1W, approximately 75 miles west of Egmont Key, FL. The EPIRB was activated when a vessel lost power after an electrical fire. Coast Guard District 7 received the SARSAT alert, issued an Urgent Marine Information Broadcast (UMIB) and launched air assets to the location of the vessel. A Good Samaritan responded to the UMIB and towed the vessel to port. 3 SARSAT RESCUES
",02/19/2016,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",27.61666667,-84.00166667,3,"Home Port - Tarpon Springs, FL","On 19 February 2016 at 1551 UTC the COSPAS-SARSAT system detected a 406 MHz EPIRB at 27 37.0N 084 00.1W, approximately 75 miles west of Egmont Key, FL. The EPIRB was activated when a vessel lost power after an electrical fire. Coast Guard District 7 received the SARSAT alert, issued an Urgent Marine Information Broadcast (UMIB) and launched air assets to the location of the vessel. A Good Samaritan responded to the UMIB and towed the vessel to port. 3 SARSAT RESCUES"
"Home Port - Barrow, AK
On 19 February 2015 at 1954 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 68 10.3N 165 53.9W, approximately 20 miles southeast of Point Hope, AK. The PLB was activated after a snowmobile crash left an individual stranded. The Alaska Rescue Coordination Center received the SARSAT alert and notified the North Slope Borough Search and Rescue (NSBSAR). NSBSAR dispatched a ground search and rescue party to the SARSAT position. The individual in distress was recovered by a civilian search and rescue party and returned to Point Hope with minor injuries. 1 SARSAT RESCUE
",02/19/2015,PLB,T,PLB (Personal Locator Beacon),68.17166667,-165.8983333,1,"Home Port - Barrow, AK","On 19 February 2015 at 1954 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 68 10.3N 165 53.9W, approximately 20 miles southeast of Point Hope, AK. The PLB was activated after a snowmobile crash left an individual stranded. The Alaska Rescue Coordination Center received the SARSAT alert and notified the North Slope Borough Search and Rescue (NSBSAR). NSBSAR dispatched a ground search and rescue party to the SARSAT position. The individual in distress was recovered by a civilian search and rescue party and returned to Point Hope with minor injuries. 1 SARSAT RESCUE"
"Home Port - San Francisco, CA
On 26 February 2016 at 2351 UTC the COSPAS-SARSAT system detected a 406 MHz EPIRB at 34 15.0N 119 30.0W, about 12 NM offshore from Ventura, CA. The EPIRB was activated when the fishing vessel Miss Jacinda sank with 2 people on board. Coast Guard District 11 (PACAREA) received the SARSAT alert and issued an Urgent Marine Information Broadcast, launched a helicopter, and diverted a Coast Guard cutter to the SARSAT position. A Good Samaritan arrived on scene at the same time as the Coast Guard helicopter to find 1 survivor clinging to a life ring. 1 SARSAT RESCUE
",02/26/2016,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",34.25,-119.5,1,"Home Port - San Francisco, CA","On 26 February 2016 at 2351 UTC the COSPAS-SARSAT system detected a 406 MHz EPIRB at 34 15.0N 119 30.0W, about 12 NM offshore from Ventura, CA. The EPIRB was activated when the fishing vessel Miss Jacinda sank with 2 people on board. Coast Guard District 11 (PACAREA) received the SARSAT alert and issued an Urgent Marine Information Broadcast, launched a helicopter, and diverted a Coast Guard cutter to the SARSAT position. A Good Samaritan arrived on scene at the same time as the Coast Guard helicopter to find 1 survivor clinging to a life ring. 1 SARSAT RESCUE"
"Home Port - Unregistered 
On 27 February 2016 at 1828 UTC the COSPAS-SARSAT system detected a 406 MHz EPIRB at 20 49.36N 160 02.54W, 125 NM southeast of Honolulu, HI. The EPIRB was manually activated when the fishing vessel AIKANE-49’s captain became disoriented and lost at sea. The captain made a Mayday call via VHF that was received by Sector Honolulu. Sector Honolulu advised the captain to activate his EPIRB to obtain the position as the vessel's GPS was not working properly and the owner admitted to not having other navigational aids. Coast Guard District 14 received the SARSAT alert and passed the information to Sector Honolulu, which deployed a C-130 to the SARSAT location. The vessel was provided a bearing to Nawiliwili, Kauai, HI. The C-130 left the area when the vessel’s captain confirmed he had the island in sight. 1 SARSAT RESCUE
",02/27/2016,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",20.82266667,-160.0423333,1,Home Port - Unregistered ,"On 27 February 2016 at 1828 UTC the COSPAS-SARSAT system detected a 406 MHz EPIRB at 20 49.36N 160 02.54W, 125 NM southeast of Honolulu, HI. The EPIRB was manually activated when the fishing vessel AIKANE-49’s captain became disoriented and lost at sea. The captain made a Mayday call via VHF that was received by Sector Honolulu. Sector Honolulu advised the captain to activate his EPIRB to obtain the position as the vessel's GPS was not working properly and the owner admitted to not having other navigational aids. Coast Guard District 14 received the SARSAT alert and passed the information to Sector Honolulu, which deployed a C-130 to the SARSAT location. The vessel was provided a bearing to Nawiliwili, Kauai, HI. The C-130 left the area when the vessel’s captain confirmed he had the island in sight. 1 SARSAT RESCUE"
"Home Port - Barrow, AK
On 28 February 2016 at 2021 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 68 17.8N 151 31.9W, about 209 NM southeast of Barrow, AK. The PLB was activated by an individual when their snowmobile broke down. The Alaska Rescue Coordination Center received the SARSAT alert and contacted the North Slope Borough Search and Rescue (NSBSAR). NSBSAR dispatched a ground team to the SARSAT position and recovered the stranded individual. 1 SARSAT RESCUE
",02/28/2016,PLB,T,PLB (Personal Locator Beacon),68.29666667,-151.5316667,1,"Home Port - Barrow, AK","On 28 February 2016 at 2021 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 68 17.8N 151 31.9W, about 209 NM southeast of Barrow, AK. The PLB was activated by an individual when their snowmobile broke down. The Alaska Rescue Coordination Center received the SARSAT alert and contacted the North Slope Borough Search and Rescue (NSBSAR). NSBSAR dispatched a ground team to the SARSAT position and recovered the stranded individual. 1 SARSAT RESCUE"
"Home Port - Chugiak, AK 
On 25 February 2016 at 0927 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 20 38.2N 069 39.94W, approximately 60 NM north of the Dominican Republic. The PLB was activated when a 47-foot sailing catamaran Day Dreamer, with four people on board collided with something and began taking on water. Coast Guard Sector San Juan received the SARSAT alert and issued an Enhanced Group Call (EGC) to vessels in the area that may be able to assist, then deployed a helicopter. The cruise ships Carnival Glory and Emerald Princess, as well as the motor vessel Turks and Caicos Explorer responded to the EGC. Due to the shoal water in the area, the assisting vessels were unable to reach the Day Dreamer’s position. While the Coast Guard rescue helicopter arrived on scene, the assisting vessels remained in the area and served as a communication platform between the distressed vessel and the Coast Guard. The helicopter crew deployed their rescue swimmer and hoisted each of the four boaters onboard via rescue basket. The survivors were transported to Air Station Borinquen, Puerto Rico, in good health. 4 SARSAT RESCUES
",02/25/2016,PLB,M,PLB (Personal Locator Beacon),20.63666667,-69.66566667,4,"Home Port - Chugiak, AK ","On 25 February 2016 at 0927 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 20 38.2N 069 39.94W, approximately 60 NM north of the Dominican Republic. The PLB was activated when a 47-foot sailing catamaran Day Dreamer, with four people on board collided with something and began taking on water. Coast Guard Sector San Juan received the SARSAT alert and issued an Enhanced Group Call (EGC) to vessels in the area that may be able to assist, then deployed a helicopter. The cruise ships Carnival Glory and Emerald Princess, as well as the motor vessel Turks and Caicos Explorer responded to the EGC. Due to the shoal water in the area, the assisting vessels were unable to reach the Day Dreamer’s position. While the Coast Guard rescue helicopter arrived on scene, the assisting vessels remained in the area and served as a communication platform between the distressed vessel and the Coast Guard. The helicopter crew deployed their rescue swimmer and hoisted each of the four boaters onboard via rescue basket. The survivors were transported to Air Station Borinquen, Puerto Rico, in good health. 4 SARSAT RESCUES"
"Home Port - Barrow, AK
On 01 March 2016 at 0109 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 68 23.4N, 165 53.5W, about 18 NM east of Point Hope, AK. The PLB was activated by an individual when his snowmobile broke down. The Alaska Rescue Coordination Center received the SARSAT alert and contacted the North Slope Borough Search and Rescue (NSBSAT). NSBSAR dispatched a ground team to the SARSAT position, recovered the stranded individual, and transported him safely to Point Hope, AK. 1 SARSAT RESCUE
",03/01/2016,PLB,T,PLB (Personal Locator Beacon),68.39,-165.8916667,1,"Home Port - Barrow, AK","On 01 March 2016 at 0109 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 68 23.4N, 165 53.5W, about 18 NM east of Point Hope, AK. The PLB was activated by an individual when his snowmobile broke down. The Alaska Rescue Coordination Center received the SARSAT alert and contacted the North Slope Borough Search and Rescue (NSBSAT). NSBSAR dispatched a ground team to the SARSAT position, recovered the stranded individual, and transported him safely to Point Hope, AK. 1 SARSAT RESCUE"
"Home Port - Barrow, AK
On 05 March 2016 at 0816 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 70 40.3N 157 0.3W, approximately 42 miles south east of Barrow, AK. The PLB was activated when a snow machine carrying 2 riders became inoperable. The Alaska Rescue Coordination Center (AKRCC) received the SARSAT alert and contacted North Slope Borough Search and Rescue (NSB). NSB deployed a ground team, which recovered the riders and transported them to Atqasuk. No injuries or illness to report. 2 SARSAT RESCUES
",03/05/2016,PLB,T,PLB (Personal Locator Beacon),70.67166667,-157.005,2,"Home Port - Barrow, AK","On 05 March 2016 at 0816 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 70 40.3N 157 0.3W, approximately 42 miles south east of Barrow, AK. The PLB was activated when a snow machine carrying 2 riders became inoperable. The Alaska Rescue Coordination Center (AKRCC) received the SARSAT alert and contacted North Slope Borough Search and Rescue (NSB). NSB deployed a ground team, which recovered the riders and transported them to Atqasuk. No injuries or illness to report. 2 SARSAT RESCUES"
"Home Port - Barrow, AK
On 06 MARCH 2016 at 1016 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 70 38.52N 159 39.42W, 7 NM east of Wainwright, AK. The PLB was activated when a snow machine broke down while traveling from Barrow to Wainwright. The rider activated the PLB. The Alaska Rescue Coordination Center (AKRCC) received the SARSAT alert and contacted North Slope Borough Search and Rescue (NSB). NSB dispatched a ground team who picked the rider. 1 SARSAT RESCUE

",03/06/2016,PLB,T,PLB (Personal Locator Beacon),70.642,-159.657,1,"Home Port - Barrow, AK","On 06 MARCH 2016 at 1016 UTC the COSPAS-SARSAT system detected a 406 MHz PLB at 70 38.52N 159 39.42W, 7 NM east of Wainwright, AK. The PLB was activated when a snow machine broke down while traveling from Barrow to Wainwright. The rider activated the PLB. The Alaska Rescue Coordination Center (AKRCC) received the SARSAT alert and contacted North Slope Borough Search and Rescue (NSB). NSB dispatched a ground team who picked the rider. 1 SARSAT RESCUE"
"Home Port - Kona, HI 
On 11 March 2016 at 0556 UTC the COSPAS-SARSAT system detected a 406 MHz EPIRB at 18 43.3N 158 13.3W, approximately 140 NM southwest of Kona, HI. The EPIRB was activated when the fishing vessel Vicious Cycle sank. Coast Guard District 14 (CGD14) received the SARSAT alert and contacted the registered owner, who stated that the vessel should be in view of Cross Seamount with three people on board. CGD14 contacted U.S. Navy Helicopter Maritime Strike Squadron Thirty-Seven (HSM-37) to request assistance. HSM-37 launched a helicopter to the SARSAT position. The helicopter successfully hoisted all three people from the life raft and transported them to Air Station Barbers Point. 3 SARSAT RESCUES
",03/11/2016,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",18.72166667,-158.2216667,3,"Home Port - Kona, HI ","On 11 March 2016 at 0556 UTC the COSPAS-SARSAT system detected a 406 MHz EPIRB at 18 43.3N 158 13.3W, approximately 140 NM southwest of Kona, HI. The EPIRB was activated when the fishing vessel Vicious Cycle sank. Coast Guard District 14 (CGD14) received the SARSAT alert and contacted the registered owner, who stated that the vessel should be in view of Cross Seamount with three people on board. CGD14 contacted U.S. Navy Helicopter Maritime Strike Squadron Thirty-Seven (HSM-37) to request assistance. HSM-37 launched a helicopter to the SARSAT position. The helicopter successfully hoisted all three people from the life raft and transported them to Air Station Barbers Point. 3 SARSAT RESCUES"
