Raw Input (OMIT FROM MAP),Date,Type of Beacon,Type of Rescue,Beacon Description,Latitude,Longitude,# Saves,Homeport,Description
"Home Port - Gorham, NH
On 03 February 2021 at 2143 UTC (1643 EST) a Personal Locator Transmitter (PLB) was detected at 44 33.1N 71 02W, 8 miles east of Milan, NH. It was activated when 2 snowmobilers got lost on a trail. The Air Force Rescue Coordination Center received the alert and contacted the beacon owner, a snowmobile rental company, which deployed a search team to the coordinates. The snowmobilers were found and assisted. 
2 SARSAT RESCUES
",02/03/2021,PLB,T,PLB (Personal Locator Beacon),44.55166667,-71.03333333,2,"Home Port - Gorham, NH","On 03 February 2021 at 2143 UTC (1643 EST) a Personal Locator Transmitter (PLB) was detected at 44 33.1N 71 02W, 8 miles east of Milan, NH. It was activated when 2 snowmobilers got lost on a trail. The Air Force Rescue Coordination Center received the alert and contacted the beacon owner, a snowmobile rental company, which deployed a search team to the coordinates. The snowmobilers were found and assisted. "
"Home Port - Laramie, WY
On 07 February 2021 at 2252 UTC (1752 EST) a Personal Locator Beacon (PLB) was detected at 41 06.1N 106 14.5W, 36 miles southwest of Laramie, WY in Medicine Bow-Routt National Forest. It was activated when a rented snowmobile, with 3 people on board, became disabled. The Air Force Rescue Coordination Center received the alert and notified the rental company, which located the individuals and fixed the disabled vehicle. No additional assistance was required. 
3 SARSAT RESCUES
",02/07/2021,PLB,T,PLB (Personal Locator Beacon),41.10166667,-106.2416667,3,"Home Port - Laramie, WY","On 07 February 2021 at 2252 UTC (1752 EST) a Personal Locator Beacon (PLB) was detected at 41 06.1N 106 14.5W, 36 miles southwest of Laramie, WY in Medicine Bow-Routt National Forest. It was activated when a rented snowmobile, with 3 people on board, became disabled. The Air Force Rescue Coordination Center received the alert and notified the rental company, which located the individuals and fixed the disabled vehicle. No additional assistance was required. "
"Home Port - Madisonville, LA
On 11 February 2021 at 0114 UTC (2014 EST 10 Feb) a Personal Locator Beacon (PLB) was detected at 28 57.2N 89 29.1W, 20 NM southwest of Venice, LA. It was activated when a 21-ft fishing vessel, with 4 people on board, became lost due to fog and low visibility conditions. Coast Guard District 8 (CDG08) received the alert and spoke with the beacon owner's emergency contact, who confirmed that the vessel was probably near the activation location. CGD08 was unable to launch a helicopter and divert a response boat due to weather conditions, but issued an Urgent Marine Information Broadcast and requested assistance from a nearby Pilot's Station. Pilot's Station personnel made contact with the vessel crew and guided them to the Station, where they safely moored overnight. 
4 SARSAT RESCUES
",02/11/2021,PLB,M,PLB (Personal Locator Beacon),28.95333333,-89.485,4,"Home Port - Madisonville, LA","On 11 February 2021 at 0114 UTC (2014 EST 10 Feb) a Personal Locator Beacon (PLB) was detected at 28 57.2N 89 29.1W, 20 NM southwest of Venice, LA. It was activated when a 21-ft fishing vessel, with 4 people on board, became lost due to fog and low visibility conditions. Coast Guard District 8 (CDG08) received the alert and spoke with the beacon owner's emergency contact, who confirmed that the vessel was probably near the activation location. CGD08 was unable to launch a helicopter and divert a response boat due to weather conditions, but issued an Urgent Marine Information Broadcast and requested assistance from a nearby Pilot's Station. Pilot's Station personnel made contact with the vessel crew and guided them to the Station, where they safely moored overnight. "
"Home Port - San Diego, CA
On 12 February 2021 at 1640 UTC (1140 EST) a Personal Locator Beacon (PLB) was detected at 37 30.8N 112 46.6W, 6 miles west of Duck Creek Village, UT in the Dixie National Forest. It was activated by a hiker who became lost. The Air Force Rescue Coordination Center received the alert and notified the local sheriff’s office, which deployed first responders to the SARSAT position. The hiker was located and assisted to safety. 
1 SARSAT RESCUE
",02/12/2021,PLB,T,PLB (Personal Locator Beacon),37.51333333,-112.7766667,1,"Home Port - San Diego, CA","On 12 February 2021 at 1640 UTC (1140 EST) a Personal Locator Beacon (PLB) was detected at 37 30.8N 112 46.6W, 6 miles west of Duck Creek Village, UT in the Dixie National Forest. It was activated by a hiker who became lost. The Air Force Rescue Coordination Center received the alert and notified the local sheriff’s office, which deployed first responders to the SARSAT position. The hiker was located and assisted to safety. "
"Home Port - Laramie, WY
On 02 March 2021 at 1951 UTC (1451 EST) a Personal Locator Beacon (PLB) was detected at 41 15.9N 106 16.0W, 9 miles northwest of Albany, WY in Medicine Bow-Routt National Forest. It was activated by a snowmobiler whose rental vehicle got stuck in the snow. The Air Force Rescue Coordination Center received the alert and contacted the owner, who sent a ground team to the coordinates to assist the snowmobiler. 
1 SARSAT RESCUE
",03/02/2021,PLB,T,PLB (Personal Locator Beacon),41.265,-106.2666667,1,"Home Port - Laramie, WY","On 02 March 2021 at 1951 UTC (1451 EST) a Personal Locator Beacon (PLB) was detected at 41 15.9N 106 16.0W, 9 miles northwest of Albany, WY in Medicine Bow-Routt National Forest. It was activated by a snowmobiler whose rental vehicle got stuck in the snow. The Air Force Rescue Coordination Center received the alert and contacted the owner, who sent a ground team to the coordinates to assist the snowmobiler. "
"Home Port - Lake Worth, FL
On 04 March 2021 at 1836 UTC (1336 EST) a Personal Locator Beacon (PLB)was detected at 25 17.8N 80 56.8W, in Everglades National Park, FL. It was activated when a fishing boat, with 1 person on board, ran aground and became disabled. Coast Guard District 7 received the alert, and directed Sector Key West to issue an Urgent Marine Information Broadcast (UMIB) and launch a helicopter to the scene. Everglades National Park Rangers responded to the UMIB, located the vessel, and transported the boater to safety. 
1 SARSAT RESCUE
",03/04/2021,PLB,M,PLB (Personal Locator Beacon),25.29666667,-80.94666667,1,"Home Port - Lake Worth, FL","On 04 March 2021 at 1836 UTC (1336 EST) a Personal Locator Beacon (PLB)was detected at 25 17.8N 80 56.8W, in Everglades National Park, FL. It was activated when a fishing boat, with 1 person on board, ran aground and became disabled. Coast Guard District 7 received the alert, and directed Sector Key West to issue an Urgent Marine Information Broadcast (UMIB) and launch a helicopter to the scene. Everglades National Park Rangers responded to the UMIB, located the vessel, and transported the boater to safety. "
"Home Port - Washington, DC
On 07 March 2021 at 1042 UTC (0542 EST) a Personal Locator Beacon (PLB) was detected at 26 07.9N 81 51.9W, 4 NM west of Naples, FL. It was activated when a sailing vessel, with 2 people on board, sank. Coast Guard District 7 received the alert and directed Sector St. Petersburg to issue an Urgent Marine Information Broadcast (UMIB). The Naples Fire-Rescue Department responded to the UMIB, arrived on scene, embarked the sailors from atop the hull of the capsized vessel, and transported them to shore. 
2 SARSAT RESCUES
",03/07/2021,PLB,M,PLB (Personal Locator Beacon),26.13166667,-81.865,2,"Home Port - Washington, DC","On 07 March 2021 at 1042 UTC (0542 EST) a Personal Locator Beacon (PLB) was detected at 26 07.9N 81 51.9W, 4 NM west of Naples, FL. It was activated when a sailing vessel, with 2 people on board, sank. Coast Guard District 7 received the alert and directed Sector St. Petersburg to issue an Urgent Marine Information Broadcast (UMIB). The Naples Fire-Rescue Department responded to the UMIB, arrived on scene, embarked the sailors from atop the hull of the capsized vessel, and transported them to shore. "
"Home Port - Dayton, WY
On 08 March 2021 at 2052 UTC (1552 EST) a Personal Locator Beacon (PLB) was detected at 44 41.1N 107 27.5W, 16 miles southwest of Dayton, WY in the Bighorn National Forest. It was activated when a rented snowmobile, with 3 people on board, crashed into a tree. The Air Force Rescue Coordination Center received the alert and relayed details to the Wyoming Joint Operations Center, which contacted the registered owner, a mountain resort. Resort personnel were dispatched to the location and recovered the snowmobilers. No injuries were reported. 
3 SARSAT RESCUES
",03/08/2021,PLB,T,PLB (Personal Locator Beacon),44.685,-107.4583333,3,"Home Port - Dayton, WY","On 08 March 2021 at 2052 UTC (1552 EST) a Personal Locator Beacon (PLB) was detected at 44 41.1N 107 27.5W, 16 miles southwest of Dayton, WY in the Bighorn National Forest. It was activated when a rented snowmobile, with 3 people on board, crashed into a tree. The Air Force Rescue Coordination Center received the alert and relayed details to the Wyoming Joint Operations Center, which contacted the registered owner, a mountain resort. Resort personnel were dispatched to the location and recovered the snowmobilers. No injuries were reported. "
"Home Port - Barrow, AK
On 09 March 2021 at 1559 UTC (1059 EST) a Personal Locator Beacon (PLB) was detected at 70 16.1N 152 05.5W, 26 miles west of Nuiqsut, AK. It was activated when a snowmobile, with 2 people on board, got stuck in the snow on a remote trail. The Alaska Rescue Coordination Center received the alert and relayed the location to North Slope Borough Search and Rescue personnel, who deployed a ground team to assist and recover the snowmobilers. 
2 SARSAT RESCUES
",03/09/2021,PLB,T,PLB (Personal Locator Beacon),70.26833333,-152.0916667,2,"Home Port - Barrow, AK","On 09 March 2021 at 1559 UTC (1059 EST) a Personal Locator Beacon (PLB) was detected at 70 16.1N 152 05.5W, 26 miles west of Nuiqsut, AK. It was activated when a snowmobile, with 2 people on board, got stuck in the snow on a remote trail. The Alaska Rescue Coordination Center received the alert and relayed the location to North Slope Borough Search and Rescue personnel, who deployed a ground team to assist and recover the snowmobilers. "
"Home Port - Seattle, WA
On 12 March 2021 at 1931 UTC (1431 EST) a Personal Locator Beacon (PLB) was detected at 47 30.4N 121 44.2W, 1 mile southeast of Ellisville, WA on Mount Si. It was activated when a hiker fell into a ravine and could not get out. The Air Force Rescue Coordination Center received the alert and notified the Washington Emergency Management Division, which contacted the King County Sheriff’s Office. The Sheriff’s Office sent a ground team to the location that escorted the hiker, who had minor injuries, to safety. 
1 SARSAT RESCUE
",03/12/2021,PLB,T,PLB (Personal Locator Beacon),47.50666667,-121.7366667,1,"Home Port - Seattle, WA","On 12 March 2021 at 1931 UTC (1431 EST) a Personal Locator Beacon (PLB) was detected at 47 30.4N 121 44.2W, 1 mile southeast of Ellisville, WA on Mount Si. It was activated when a hiker fell into a ravine and could not get out. The Air Force Rescue Coordination Center received the alert and notified the Washington Emergency Management Division, which contacted the King County Sheriff’s Office. The Sheriff’s Office sent a ground team to the location that escorted the hiker, who had minor injuries, to safety. "
"Home Port - Not Registered
On 16 March 2021 at 1021 UTC (0621 EDT) a Personal Locator Beacon (PLB) was detected at 67 42.0N 149 45.2W, on the side of Dalton Highway in Gates of the Arctic National Park and Preserve, AK. It was activated after a snowmobile, with 1 person on board, got stuck in the snow. The Alaska Rescue Coordination Center received the alert and contacted North Slope Borough Search and Rescue personnel, who coordinated with Alaska State Troopers and the Alaska Department of Transportation to rescue the individual. 
1 SARSAT RESCUE
",03/16/2021,PLB,T,PLB (Personal Locator Beacon),67.7,-149.7533333,1,Home Port - Not Registered,"On 16 March 2021 at 1021 UTC (0621 EDT) a Personal Locator Beacon (PLB) was detected at 67 42.0N 149 45.2W, on the side of Dalton Highway in Gates of the Arctic National Park and Preserve, AK. It was activated after a snowmobile, with 1 person on board, got stuck in the snow. The Alaska Rescue Coordination Center received the alert and contacted North Slope Borough Search and Rescue personnel, who coordinated with Alaska State Troopers and the Alaska Department of Transportation to rescue the individual. "
"Home Port - Coconut Grove, FL
On 18 March 2021 at 1924 UTC (1524 EDT) a Personal Locator Beacon (PLB) was detected at 25 07.3N 81 03.8W, 7 NM southwest of Flamingo, FL in Everglades National Park. It was activated when a fishing vessel, with 3 people on board, ran out of gas. Coast Guard District 7 received the alert and directed Sector Key West to issue an Urgent Marine Information Broadcast, to which Everglades National Park Rangers responded. The Park Rangers assisted the crew in acquiring fuel; no further assistance was required. 
3 SARSAT RESCUES
",03/18/2021,PLB,M,PLB (Personal Locator Beacon),25.12166667,-81.06333333,3,"Home Port - Coconut Grove, FL","On 18 March 2021 at 1924 UTC (1524 EDT) a Personal Locator Beacon (PLB) was detected at 25 07.3N 81 03.8W, 7 NM southwest of Flamingo, FL in Everglades National Park. It was activated when a fishing vessel, with 3 people on board, ran out of gas. Coast Guard District 7 received the alert and directed Sector Key West to issue an Urgent Marine Information Broadcast, to which Everglades National Park Rangers responded. The Park Rangers assisted the crew in acquiring fuel; no further assistance was required. "
"Home Port - Santa Ana, CA
On 21 March 2021 at 0122 UTC (2122 EDT) a Personal Locator Beacon (PLB) was detected at 35 10.3N 117 49.9W, 35 miles east of Tehachapi, CA. It was activated by a hiker who broke his leg. The Air Force Rescue Coordination Center received the alert and notified the California Office of Emergency Services, which contacted Life Flight for rescue assistance. A Life Flight helicopter arrived, hoisted the hiker, and transported him to a hospital for treatment. 
1 SARSAT RESCUE
",03/21/2021,PLB,T,PLB (Personal Locator Beacon),35.17166667,-117.8316667,1,"Home Port - Santa Ana, CA","On 21 March 2021 at 0122 UTC (2122 EDT) a Personal Locator Beacon (PLB) was detected at 35 10.3N 117 49.9W, 35 miles east of Tehachapi, CA. It was activated by a hiker who broke his leg. The Air Force Rescue Coordination Center received the alert and notified the California Office of Emergency Services, which contacted Life Flight for rescue assistance. A Life Flight helicopter arrived, hoisted the hiker, and transported him to a hospital for treatment. "
"Home Port - Not Registered
On 21 March 2021 at 0226 UTC (2226 EDT) a Personal Locator Beacon (PLB) was detected at 25 19.7N 81 52.7W, 58 NM northwest of Marathon, FL. It was activated after the sailing vessel WHITE PEARL, with 2 people on board, became disabled due to a broken mast and propeller. Coast Guard District 7 received the alert and issued an Urgent Marine Information Broadcast, launched a helicopter from Air Station Miami and rescue boat from Station Key West, and notified commercial towing for assistance. The rescue boat towed the WHITE PEARL to a rendezvous with commercial towing, which completed the vessel's tow to Fleming Key, FL. 
2 SARSAT RESCUES
",03/21/2021,PLB,M,PLB (Personal Locator Beacon),25.32833333,-81.87833333,2,Home Port - Not Registered,"On 21 March 2021 at 0226 UTC (2226 EDT) a Personal Locator Beacon (PLB) was detected at 25 19.7N 81 52.7W, 58 NM northwest of Marathon, FL. It was activated after the sailing vessel WHITE PEARL, with 2 people on board, became disabled due to a broken mast and propeller. Coast Guard District 7 received the alert and issued an Urgent Marine Information Broadcast, launched a helicopter from Air Station Miami and rescue boat from Station Key West, and notified commercial towing for assistance. The rescue boat towed the WHITE PEARL to a rendezvous with commercial towing, which completed the vessel's tow to Fleming Key, FL. "
"Home Port - Zigzag, OR
On 21 March 2021 at 1847 UTC (1447 EDT) a Personal Locator Beacon (PLB) was detected at 36 14.6N 112 28.2W, in Grand Canyon National Park, AZ. It was activated by an injured hiker. The Air Force Rescue Coordination Center (AFRCC) received the alert and contacted the registered owner and the National Park Service (NPS). The NPS, already responding to the incident, deployed a helicopter to the SARSAT location, hoisted the hiker, and transported him to a hospital for treatment. 
1 SARSAT RESCUE
",03/21/2021,PLB,T,PLB (Personal Locator Beacon),36.24333333,-112.47,1,"Home Port - Zigzag, OR","On 21 March 2021 at 1847 UTC (1447 EDT) a Personal Locator Beacon (PLB) was detected at 36 14.6N 112 28.2W, in Grand Canyon National Park, AZ. It was activated by an injured hiker. The Air Force Rescue Coordination Center (AFRCC) received the alert and contacted the registered owner and the National Park Service (NPS). The NPS, already responding to the incident, deployed a helicopter to the SARSAT location, hoisted the hiker, and transported him to a hospital for treatment. "
"Home Port - Freeport, TX
On 26 March 2021 at 1941 UTC (1541 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 29 41.0N 92 53.2W, less than 1 NM offshore from Rockefeller Wildlife Refuge, LA. It was activated when the fishing vessel CAPTAIN 72, with 3 people on board, struck an object and began to sink. Coast Guard District 8 received the alert and contacted Sector Houston-Galveston (SHG), which had already received a radio distress call from the crew. SHG deployed rescue assets and provided coordinates to the Cameron Parish Sheriff Department, which rescued the vessel's crew from a life raft; no injuries were reported. 
3 SARSAT RESCUES
",03/26/2021,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",29.68333333,-92.88666667,3,"Home Port - Freeport, TX","On 26 March 2021 at 1941 UTC (1541 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 29 41.0N 92 53.2W, less than 1 NM offshore from Rockefeller Wildlife Refuge, LA. It was activated when the fishing vessel CAPTAIN 72, with 3 people on board, struck an object and began to sink. Coast Guard District 8 received the alert and contacted Sector Houston-Galveston (SHG), which had already received a radio distress call from the crew. SHG deployed rescue assets and provided coordinates to the Cameron Parish Sheriff Department, which rescued the vessel's crew from a life raft; no injuries were reported. "
"Home Port - Turks and Caicos Islands
On 03 April 2021 at 2125 UTC (1725 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 21 29.6N 72 12.2W, 16 NM south of Providenciales, Turks and Caicos Islands. It was manually activated after the sailing vessel BUDDY, with 1 person on board, ran aground. Coast Guard District 7 received the alert, launched a helicopter, and contacted the US Coast Guard Bahamas liaison for rescue assistance. The uninjured individual was located, hoisted into the helicopter, and safely transported to Providenciales. 
1 SARSAT RESCUE
",04/03/2021,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",21.49333333,-72.20333333,1,Home Port - Turks and Caicos Islands,"On 03 April 2021 at 2125 UTC (1725 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 21 29.6N 72 12.2W, 16 NM south of Providenciales, Turks and Caicos Islands. It was manually activated after the sailing vessel BUDDY, with 1 person on board, ran aground. Coast Guard District 7 received the alert, launched a helicopter, and contacted the US Coast Guard Bahamas liaison for rescue assistance. The uninjured individual was located, hoisted into the helicopter, and safely transported to Providenciales. "
