Raw Input (OMIT FROM MAP),Date,Type of Beacon,Type of Rescue,Beacon Description,Latitude,Longitude,# Saves,Homeport,Description
"Home Port - Laramie, WY
On 05 February 2022 at 1618 UTC (1118 EST) a Personal Locator Beacon (PLB) was detected at 41 10.7N 106 11.4W, 3 miles west of Albany, WY in the Medicine Bow-Routt National Forest. It was activated after a rented snowmobile, with 1 person on board, flipped over. The Air Force Rescue Coordination Center received the alert and contacted the rental company, which dispatched a rescue crew to the scene. The snowmobiler was transported to a nearby medical facility for treatment of injuries. 
1 SARSAT RESCUE",02/05/2022,PLB,T,PLB (Personal Locator Beacon),41.17833333,-106.19,1,"Home Port - Laramie, WY","On 05 February 2022 at 1618 UTC (1118 EST) a Personal Locator Beacon (PLB) was detected at 41 10.7N 106 11.4W, 3 miles west of Albany, WY in the Medicine Bow-Routt National Forest. It was activated after a rented snowmobile, with 1 person on board, flipped over. The Air Force Rescue Coordination Center received the alert and contacted the rental company, which dispatched a rescue crew to the scene. The snowmobiler was transported to a nearby medical facility for treatment of injuries. "
"Home Port - Miami, FL
On 12 February 2022 at 2209 UTC (1709 EST) a Personal Locator Beacon (PLB) was detected at 25 19.9N 81 05.7W, west of Oyster Bay in Everglades National Park, FL. It was activated when a fishing boat, with 1 person on board, experienced engine trouble. Coast Guard District 7 received the alert and provided coordinates to Sector Key West, which notified the Florida Department of Emergency Management. National Park Rangers and a rescue team were dispatched to the location, found the fisherman, and transported him to safety. 
1 SARSAT RESCUE",02/12/2022,PLB,M,PLB (Personal Locator Beacon),25.33166667,-81.095,1,"Home Port - Miami, FL","On 12 February 2022 at 2209 UTC (1709 EST) a Personal Locator Beacon (PLB) was detected at 25 19.9N 81 05.7W, west of Oyster Bay in Everglades National Park, FL. It was activated when a fishing boat, with 1 person on board, experienced engine trouble. Coast Guard District 7 received the alert and provided coordinates to Sector Key West, which notified the Florida Department of Emergency Management. National Park Rangers and a rescue team were dispatched to the location, found the fisherman, and transported him to safety. "
"Home Port - Merritt Island, FL
On 12 February 2022 at 1848 UTC (1348 EST) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 28 17.7N 79 59.2W, 33 NM east of Cocoa Beach, FL. It was activated when a fishing vessel, with 1 person on board, became disabled. Coast Guard District 7 (CGD07) received the alert at the same time a Mayday call from the vessel was picked up by Sector Jacksonville (SECJAC). CGD07 passed the coordinates to SECJAC, which issued an Urgent Marine Information Broadcast. A Good Samaritan vessel quickly responded to the broadcast, located the vessel, and towed it safely to a nearby port. 
1 SARSAT RESCUE",02/12/2022,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",28.295,-79.98666667,1,"Home Port - Merritt Island, FL","On 12 February 2022 at 1848 UTC (1348 EST) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 28 17.7N 79 59.2W, 33 NM east of Cocoa Beach, FL. It was activated when a fishing vessel, with 1 person on board, became disabled. Coast Guard District 7 (CGD07) received the alert at the same time a Mayday call from the vessel was picked up by Sector Jacksonville (SECJAC). CGD07 passed the coordinates to SECJAC, which issued an Urgent Marine Information Broadcast. A Good Samaritan vessel quickly responded to the broadcast, located the vessel, and towed it safely to a nearby port. "
"Home Port - Maple Grove, MN
On 15 February 2022 at 2128 UTC (1628 EST) a Personal Locator Beacon (PLB) was detected at 32 28.6N 110 53.7W, 18 miles north of Tucson, AZ in Catalina State Park. It was activated after a hiker got lost on the 50 Year Trail. The Air Force Rescue Coordination Center (AFRCC) received the alert and contacted the owner, who reported that his daughter had activated the beacon because she was lost on the trail and her phone was losing power. The AFRCC asked the owner to direct the hiker to call 911. State police responded to her call and guided her to safety. 
1 SARSAT RESCUE",02/15/2022,PLB,T,PLB (Personal Locator Beacon),32.47666667,-110.895,1,"Home Port - Maple Grove, MN","On 15 February 2022 at 2128 UTC (1628 EST) a Personal Locator Beacon (PLB) was detected at 32 28.6N 110 53.7W, 18 miles north of Tucson, AZ in Catalina State Park. It was activated after a hiker got lost on the 50 Year Trail. The Air Force Rescue Coordination Center (AFRCC) received the alert and contacted the owner, who reported that his daughter had activated the beacon because she was lost on the trail and her phone was losing power. The AFRCC asked the owner to direct the hiker to call 911. State police responded to her call and guided her to safety. "
"Home Port - Madeira Beach, FL
On 15 February 2022 at 1632 UTC (1132 EST) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 27 31.9N 83 54.5W, 64 NM southwest of Clearwater, FL. It activated when the fishing vessel THE RIGHT STUFF, with 4 people on board, became disabled at sea. Coast Guard District 7 received the alert and directed Sector St. Petersburg to issue an Urgent Marine Information Broadcast and launch a helicopter to the coordinates. The helicopter arrived on scene, hoisted the crew from a life raft, and transported them to Air Station Clearwater with no medical concerns. 
4 SARSAT RESCUES",02/15/2022,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",27.53166667,-83.90833333,4,"Home Port - Madeira Beach, FL","On 15 February 2022 at 1632 UTC (1132 EST) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 27 31.9N 83 54.5W, 64 NM southwest of Clearwater, FL. It activated when the fishing vessel THE RIGHT STUFF, with 4 people on board, became disabled at sea. Coast Guard District 7 received the alert and directed Sector St. Petersburg to issue an Urgent Marine Information Broadcast and launch a helicopter to the coordinates. The helicopter arrived on scene, hoisted the crew from a life raft, and transported them to Air Station Clearwater with no medical concerns. "
"Home Port - Gorham, NH
On 20 February 2022 at 1458 UTC (0958 EST) a Personal Locator Beacon (PLB) was detected at 44 04.1N 71 04.7W, 6 miles northeast of Conway, NH. It was activated after a rented snowmobile, with 2 people on board, crashed. The Air Force Rescue Coordination Center received the alert and notified the rental company and the New Hampshire State Police. State Police dispatched emergency crews to the coordinates and transported the riders to a nearby hospital for treatment of injuries. 
2 SARSAT RESCUES",02/20/2022,PLB,T,PLB (Personal Locator Beacon),44.06833333,-71.07833333,2,"Home Port - Gorham, NH","On 20 February 2022 at 1458 UTC (0958 EST) a Personal Locator Beacon (PLB) was detected at 44 04.1N 71 04.7W, 6 miles northeast of Conway, NH. It was activated after a rented snowmobile, with 2 people on board, crashed. The Air Force Rescue Coordination Center received the alert and notified the rental company and the New Hampshire State Police. State Police dispatched emergency crews to the coordinates and transported the riders to a nearby hospital for treatment of injuries. "
"Home Port - Barrow, AK
On 24 February 2022 at 1122 UTC (0622 EST) a Personal Locator Beacon (PLB) was detected at 70 58.5N 156 45.9W, 22 miles south of Utqiagvik, AK. It was activated by a snowmobiler after their vehicle broke down. The Alaska Rescue Coordination Center received the alert and notified North Slope Borough Search and Rescue, which dispatched a ground team to the coordinates and transported the snowmobiler to safety. 
1 SARSAT RESCUE",02/24/2022,PLB,T,PLB (Personal Locator Beacon),70.975,-156.765,1,"Home Port - Barrow, AK","On 24 February 2022 at 1122 UTC (0622 EST) a Personal Locator Beacon (PLB) was detected at 70 58.5N 156 45.9W, 22 miles south of Utqiagvik, AK. It was activated by a snowmobiler after their vehicle broke down. The Alaska Rescue Coordination Center received the alert and notified North Slope Borough Search and Rescue, which dispatched a ground team to the coordinates and transported the snowmobiler to safety. "
"Home Port - Not Registered
On 27 February 2022 at 2233 UTC (1733 EST) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 27 32.7N 79 28.7W, 45 NM northeast of Fort Pierce, FL. It was activated when the 27-ft fishing vessel COLOSSAL CATCH, with 7 people on board, became disabled. Coast Guard District 7 received the alert and directed Sector Miami to issue an Urgent Marine Information Broadcast and launch a rescue boat from Station Lake Worth Inlet to the coordinates. The rescue boat arrived on scene and towed the COLOSSAL CATCH and its uninjured crew to rendezvous with commercial towing. 
7 SARSAT RESCUES",02/27/2022,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",27.545,-79.47833333,7,Home Port - Not Registered,"On 27 February 2022 at 2233 UTC (1733 EST) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 27 32.7N 79 28.7W, 45 NM northeast of Fort Pierce, FL. It was activated when the 27-ft fishing vessel COLOSSAL CATCH, with 7 people on board, became disabled. Coast Guard District 7 received the alert and directed Sector Miami to issue an Urgent Marine Information Broadcast and launch a rescue boat from Station Lake Worth Inlet to the coordinates. The rescue boat arrived on scene and towed the COLOSSAL CATCH and its uninjured crew to rendezvous with commercial towing. "
"Home Port - Yacolt, WA
On 26 February 2022 at 2118 UTC (1618 EST) an Emergency Locator Transmitter (ELT) was detected at 44 55.2N 119 24.8W, 7 miles north of Monument, OR. It activated when an aircraft, with 2 people on board, crashed in a remote mountainous area. The Air Force Rescue Coordination Center (AFRCC) received the alert and notified the Grant County Sheriff's Office, which dispatched a rescue team to the scene. Shortly after the alert was received, the AFRCC received a call from a friend of the pilot, reporting the crash on his behalf. The AFRCC requested that the caller advise the pilot to call 911 to provide additional location information to the rescue team. Emergency services arrived on scene and transported the pilot and passenger to a local hospital for treatment of minor injuries. 
2 SARSAT RESCUES",02/26/2022,ELT,A,"ELT (Emergency Locator Transmitter, Aviation Applications)",44.92,-119.4133333,2,"Home Port - Yacolt, WA","On 26 February 2022 at 2118 UTC (1618 EST) an Emergency Locator Transmitter (ELT) was detected at 44 55.2N 119 24.8W, 7 miles north of Monument, OR. It activated when an aircraft, with 2 people on board, crashed in a remote mountainous area. The Air Force Rescue Coordination Center (AFRCC) received the alert and notified the Grant County Sheriff's Office, which dispatched a rescue team to the scene. Shortly after the alert was received, the AFRCC received a call from a friend of the pilot, reporting the crash on his behalf. The AFRCC requested that the caller advise the pilot to call 911 to provide additional location information to the rescue team. Emergency services arrived on scene and transported the pilot and passenger to a local hospital for treatment of minor injuries. "
"Home Port - Barrow, AK
On 04 March 2022 at 0242 UTC (03 Mar 2142 EST)a Personal Locator Beacon (PLB) was detected at 70 41.9N 159 18.6W, 17 miles northeast of Wainwright, AK. It was activated when a snowmobile, with 1 person on board, became disabled. The Alaska Rescue Coordination Center received the alert and notified North Slope Borough Search and Rescue, which issued rescue assets to the location. The snowmobiler was rescued and transported safely to Wainwright. 
1 SARSAT RESCUE",03/04/2022,PLB,T,PLB (Personal Locator Beacon),70.69833333,-159.31,1,"Home Port - Barrow, AK","On 04 March 2022 at 0242 UTC (03 Mar 2142 EST)a Personal Locator Beacon (PLB) was detected at 70 41.9N 159 18.6W, 17 miles northeast of Wainwright, AK. It was activated when a snowmobile, with 1 person on board, became disabled. The Alaska Rescue Coordination Center received the alert and notified North Slope Borough Search and Rescue, which issued rescue assets to the location. The snowmobiler was rescued and transported safely to Wainwright. "
"Home Port - Cape Canaveral, FL
On 04 March 2022 at 1723 UTC (1223 EST) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 28 20.2N 80 02.4W, 29 NM east of Cape Canaveral, FL. It was activated when the pleasure craft DIRTY DOLLY, with 6 people on board, began to take on water. Coast Guard District 7 received the alert and directed Sector Jacksonville to issue an Urgent Marine Information Broadcast (UMIB) and launch a rescue boat from Station Canaveral. The rescue boat arrived, along with a Good Samaritan vessel that responded to the UMIB and assisted with dewatering the DIRTY DOLLY. The rescue boat safely escorted the DIRTY DOLLY to port in Canaveral. 
6 SARSAT RESCUES",03/04/2022,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",28.33666667,-80.04,6,"Home Port - Cape Canaveral, FL","On 04 March 2022 at 1723 UTC (1223 EST) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 28 20.2N 80 02.4W, 29 NM east of Cape Canaveral, FL. It was activated when the pleasure craft DIRTY DOLLY, with 6 people on board, began to take on water. Coast Guard District 7 received the alert and directed Sector Jacksonville to issue an Urgent Marine Information Broadcast (UMIB) and launch a rescue boat from Station Canaveral. The rescue boat arrived, along with a Good Samaritan vessel that responded to the UMIB and assisted with dewatering the DIRTY DOLLY. The rescue boat safely escorted the DIRTY DOLLY to port in Canaveral. "
"Home Port - Supply, NC
On 04 March 2022 at 1444 UTC (0944 EST) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 33 12.8N 77 35.0W, 70 NM southeast of Myrtle Beach, SC. It was activated when the commercial fishing vessel REEL M N, with 2 people on board, became disabled. Coast Guard District 7 received the alert and directed Sector Charleston and District 5 to issue Urgent Marine Information Broadcasts (UMIBs). Rescue assets were launched and a Good Samaritan vessel, COSCO EXCELLENCE, responded to the broadcast and relayed that the crew would stay on board until its sister ship, AMY B, arrived to assist. Coast Guard provided communications and location support until the AMY B arrived and while it towed REEL M N to its home port in Supply, NC. 
2 SARSAT RESCUES",03/04/2022,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",33.21333333,-77.58333333,2,"Home Port - Supply, NC","On 04 March 2022 at 1444 UTC (0944 EST) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 33 12.8N 77 35.0W, 70 NM southeast of Myrtle Beach, SC. It was activated when the commercial fishing vessel REEL M N, with 2 people on board, became disabled. Coast Guard District 7 received the alert and directed Sector Charleston and District 5 to issue Urgent Marine Information Broadcasts (UMIBs). Rescue assets were launched and a Good Samaritan vessel, COSCO EXCELLENCE, responded to the broadcast and relayed that the crew would stay on board until its sister ship, AMY B, arrived to assist. Coast Guard provided communications and location support until the AMY B arrived and while it towed REEL M N to its home port in Supply, NC. "
"Home Port - Otis, ME
On 05 March 2022 at 2021 UTC (1521 EST) a Personal Locator Beacon (PLB) was detected at 45 12.8N 70 44.7W, in Franklin County, ME. It was activated when a snowmobile, with 1 person on board, crashed. The Air Force Rescue Coordination Center received the alert and notified the Maine Department of Inland Fisheries and Wildlife, which launched rescue assets to the coordinates. The snowmobiler was located and transported via Life Flight to a hospital in Bangor for treatment of injuries. 
1 SARSAT RESCUE",03/05/2022,PLB,T,PLB (Personal Locator Beacon),45.21333333,-70.745,1,"Home Port - Otis, ME","On 05 March 2022 at 2021 UTC (1521 EST) a Personal Locator Beacon (PLB) was detected at 45 12.8N 70 44.7W, in Franklin County, ME. It was activated when a snowmobile, with 1 person on board, crashed. The Air Force Rescue Coordination Center received the alert and notified the Maine Department of Inland Fisheries and Wildlife, which launched rescue assets to the coordinates. The snowmobiler was located and transported via Life Flight to a hospital in Bangor for treatment of injuries. "
"Home Port - Not Registered
On 05 March 2022 at 2132 UTC (1632 EST) an Emergency Locator Transmitter (ELT) was detected at 59 38.8N 154 58.7W, in Lake Iliamna, AK. It activated when an aircraft, with 5 people on board, crashed onto a frozen section of the lake. The Alaska Rescue Coordination Center received the alert and deployed rescue teams from the Alaska National Guard, the US Coast Guard, and the Alaska State Troopers to the coordinates. The injured pilot and passengers were recovered and air-lifted to hospitals in Anchorage. 
5 SARSAT RESCUES",03/05/2022,ELT,A,"ELT (Emergency Locator Transmitter, Aviation Applications)",59.64666667,-154.9783333,5,Home Port - Not Registered,"On 05 March 2022 at 2132 UTC (1632 EST) an Emergency Locator Transmitter (ELT) was detected at 59 38.8N 154 58.7W, in Lake Iliamna, AK. It activated when an aircraft, with 5 people on board, crashed onto a frozen section of the lake. The Alaska Rescue Coordination Center received the alert and deployed rescue teams from the Alaska National Guard, the US Coast Guard, and the Alaska State Troopers to the coordinates. The injured pilot and passengers were recovered and air-lifted to hospitals in Anchorage. "
"Home Port - Long Beach, CA
On 14 March 2022 at 0250 UTC (13 Mar 2250 EST) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 34 15.6N 119 26.6W, 7 NM west of Ventura, CA. Prior to Coast Guard District 11 (CGD11) receiving the alert, Sector Los Angeles (SEC LA) received a Mayday call from a vessel in distress providing its position, but then communication ceased. SEC LA issued an Urgent Marine Information Broadcast and launched assets from Forward Operating Base Mugu (FOB) and Station Channel Islands (STA CI). Approximately 30 minutes after receiving the Mayday call, CGD11 received the correlated EPIRB alert. CGD11 advised SEC LA that the fishing vessel KATALINA PHAN had a 3-person life raft in its EPIRB registration details and instructed SEC LA to have FOB Mugu and STA CI use direction-finding equipment to locate the EPIRB. CGD11 also contacted the registered owner, who confirmed that 3 people were operating the vessel off the coast of Ventura. FOB Mugu arrived on scene and located the life raft, surrounded by debris. Commercial towing arrived shortly afterwards, embarked the uninjured crew from the life raft, and transported them to shore. 
3 SARSAT RESCUES",03/14/2022,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",34.26,-119.4433333,3,"Home Port - Long Beach, CA","On 14 March 2022 at 0250 UTC (13 Mar 2250 EST) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 34 15.6N 119 26.6W, 7 NM west of Ventura, CA. Prior to Coast Guard District 11 (CGD11) receiving the alert, Sector Los Angeles (SEC LA) received a Mayday call from a vessel in distress providing its position, but then communication ceased. SEC LA issued an Urgent Marine Information Broadcast and launched assets from Forward Operating Base Mugu (FOB) and Station Channel Islands (STA CI). Approximately 30 minutes after receiving the Mayday call, CGD11 received the correlated EPIRB alert. CGD11 advised SEC LA that the fishing vessel KATALINA PHAN had a 3-person life raft in its EPIRB registration details and instructed SEC LA to have FOB Mugu and STA CI use direction-finding equipment to locate the EPIRB. CGD11 also contacted the registered owner, who confirmed that 3 people were operating the vessel off the coast of Ventura. FOB Mugu arrived on scene and located the life raft, surrounded by debris. Commercial towing arrived shortly afterwards, embarked the uninjured crew from the life raft, and transported them to shore. "
